Source,Target,Weight
US10383937-B2,US9872900-B2,1
US10383937-B2,US10064934-B2,1
US10383937-B2,US10064935-B2,1
US10383937-B2,US10124055-B2,1
US10383937-B2,WO2011144358-A1,1
US10383937-B2,WO2015170287-A1,1
US10383937-B2,WO2016116905-A1,1
US10383937-B2,WO2007095976-A2,1
US9567653-B2,EP780475-A1,1
US9567653-B2,US5869036-A,1
US9567653-B2,US6033886-A,1
US9567653-B2,US6146642-A,1
US9567653-B2,US7449324-B2,1
US9567653-B2,US7704509-B2,1
US9567653-B2,WO2003043587-A3,1
US9567653-B2,WO2003072720-A3,1
US9567653-B2,WO2003097089-A3,1
US7862829-B2,US5639650-A,1
US7862829-B2,US5766602-A,1
US7862829-B2,US6156558-A,1
US7862829-B2,US6531135-B1,1
US7862829-B2,US6541010-B1,1
US7862829-B2,US6521235-B2,1
US7862829-B2,US6783939-B2,1
US7862829-B2,US7045335-B2,1
US9872900-B2,EP2548960-A1,1
US9872900-B2,US6500419-B1,1
US9872900-B2,US7776523-B2,1
US9872900-B2,US8158601-B2,1
US9872900-B2,US8628801-B2,1
US9872900-B2,US9139554-B2,1
US9872900-B2,US9220683-B2,1
US9872900-B2,US9226959-B2,1
US9872900-B2,US9234013-B2,1
US9872900-B2,WO2011144358-A1,1
US9872900-B2,WO2014108515-A1,1
US9872900-B2,WO2012159754-A3,1
US7494808-B2,EP780475-A1,1
US7494808-B2,EP780475-B1,1
US7494808-B2,US6468544-B1,1
US7494808-B2,US6852522-B1,1
US7494808-B2,US6866853-B2,1
US9795668-B2,US9192661-B2,1
US8969353-B2,EP2365962-A2,1
US8969353-B2,US8450298-B2,1
US10064935-B2,EP2548960-A1,1
US10064935-B2,EP1905844-A2,1
US10064935-B2,EP1083232-B1,1
US10064935-B2,US6500419-B1,1
US10064935-B2,US8673317-B2,1
US10064935-B2,US9512456-B2,1
US10064935-B2,WO2011144358-A1,1
US10064935-B2,WO2015170287-A1,1
US10064935-B2,WO2016116905-A1,1
US10064935-B2,WO2007095976-A2,1
US11458209-B2,US7045335-B2,1
US11458209-B2,US7425337-B2,1
US11458209-B2,US9655845-B2,1
US11458209-B2,US10307374-B2,1
US11458209-B2,US11141377-B2,1
US11458209-B2,WO2008153541-A1,1
US8877448-B2,EP1820853-A2,1
US8877448-B2,US5716821-A,1
US8877448-B2,US5840520-A,1
US8877448-B2,US6033886-A,1
US8877448-B2,US6146642-A,1
US8877448-B2,US6544785-B1,1
US8877448-B2,US6649372-B1,1
US8877448-B2,US6951754-B2,1
US8877448-B2,WO2004112831-A3,1
US8877448-B2,WO2005028658-A3,1
US10568972-B2,DE10229872-A1,1
US10568972-B2,US6664066-B2,1
US10568972-B2,WO2004092329-A3,1
US7132106-B2,US6268199-B1,1
US7544362-B1,US6268199-B1,1
US9701944-B2,US9005925-B2,1
US9701944-B2,US9005961-B2,1
US9701944-B2,US9012214-B2,1
US9701944-B2,US6146642-A,1
US9701944-B2,US7402429-B1,1
US9701944-B2,US7993924-B2,1
US9701944-B2,US8158416-B2,1
US9701944-B2,US8586364-B2,1
US10086013-B2,EP2532649-A1,1
US10086013-B2,US8450298-B2,1
US10086013-B2,US8969353-B2,1
US10086013-B2,US9238716-B2,1
US10086013-B2,US9439968-B2,1
US10086013-B2,US9512073-B2,1
US10086013-B2,US9556110-B2,1
US10086013-B2,WO2005055979-A2,1
US9005629-B2,US6432925-B1,1
US8481705-B2,US6268199-B1,1
US8481705-B2,US6500662-B1,1
US8481705-B2,US7132106-B2,1
US8481705-B2,US7232680-B2,1
US10799463-B2,US8158601-B2,1
US10799463-B2,US8450298-B2,1
US10799463-B2,US8734846-B2,1
US10799463-B2,US8802644-B2,1
US10799463-B2,US9394234-B2,1
US10799463-B2,US9867888-B2,1
US10799463-B2,US9868691-B2,1
US10799463-B2,US9868693-B2,1
US10799463-B2,US10392341-B2,1
US10022435-B2,EP2548960-A1,1
US10022435-B2,US6500419-B1,1
US10022435-B2,US7776523-B2,1
US10022435-B2,US8158601-B2,1
US10022435-B2,US8628801-B2,1
US10022435-B2,US9139554-B2,1
US10022435-B2,US9220683-B2,1
US10022435-B2,US9226959-B2,1
US10022435-B2,US9234013-B2,1
US10022435-B2,WO2011144358-A1,1
US10022435-B2,WO2014108515-A1,1
US10022435-B2,WO2012159754-A3,1
US7425337-B2,US5639650-A,1
US7425337-B2,US5766602-A,1
US7425337-B2,US6156558-A,1
US7425337-B2,US6261570-B1,1
US7425337-B2,US6391632-B1,1
US7425337-B2,US6426196-B1,1
US7425337-B2,US6531135-B1,1
US7425337-B2,US6541010-B1,1
US7425337-B2,US6495143-B2,1
US7425337-B2,US6521235-B2,1
US7425337-B2,US6767699-B2,1
US7425337-B2,US6783939-B2,1
US7425337-B2,US7045335-B2,1
US7425337-B2,US7235235-B2,1
US8492132-B2,US6268199-B1,1
US8492132-B2,US6500662-B1,1
US8492132-B2,US7132106-B2,1
US8492132-B2,US7232680-B2,1
US8492132-B2,US7618797-B2,1
US8492132-B2,US7691389-B2,1
US10532067-B2,US7557200-B2,1
US10532067-B2,US9770463-B2,1
US10532067-B2,WO2009042794-A3,1
US11364292-B2,EP2548960-A1,1
US11364292-B2,EP1905844-A2,1
US11364292-B2,EP1083232-B1,1
US11364292-B2,EP1383556-B1,1
US11364292-B2,US6500419-B1,1
US11364292-B2,US8999380-B2,1
US11364292-B2,US9267114-B2,1
US11364292-B2,US9512456-B2,1
US11364292-B2,US9868691-B2,1
US11364292-B2,US9872900-B2,1
US11364292-B2,US10064934-B2,1
US11364292-B2,US10064935-B2,1
US11364292-B2,US10124055-B2,1
US11364292-B2,US10273269-B2,1
US11364292-B2,US10449244-B2,1
US11364292-B2,US10493143-B2,1
US11364292-B2,US10695419-B2,1
US11364292-B2,US10857105-B2,1
US11364292-B2,US10925958-B2,1
US11364292-B2,WO2011144358-A1,1
US11364292-B2,WO2007095976-A2,1
US11364292-B2,WO2008014979-A3,1
US6426196-B1,US5766602-A,1
US10967057-B2,US10124055-B2,1
US9186325-B2,US8158601-B2,1
US6800288-B2,US6669943-B1,1
EP1800697-A2,EP1083232-B1,1
US9914937-B2,US9005961-B2,1
US9914937-B2,US9012214-B2,1
US9914937-B2,US6146642-A,1
US9914937-B2,US7402429-B1,1
US9914937-B2,US7993924-B2,1
US9914937-B2,US8158416-B2,1
US9914937-B2,US8586364-B2,1
US9914937-B2,US9005925-B2,1
US10442756-B2,US9868691-B2,1
US10442756-B2,US8158601-B2,1
US10442756-B2,US8450298-B2,1
US10442756-B2,US8734846-B2,1
US10442756-B2,US8802644-B2,1
US10442756-B2,US9394234-B2,1
US10442756-B2,US9867888-B2,1
US10442756-B2,US9868693-B2,1
US7429572-B2,US5610054-A,1
US7429572-B2,US5869253-A,1
US10912826-B2,US8968746-B2,1
US10912826-B2,US9155788-B2,1
US10912826-B2,US9234013-B2,1
US10912826-B2,US9839697-B2,1
US10912826-B2,US10166283-B2,1
US10912826-B2,US10682406-B2,1
US11241493-B2,US10266485-B2,1
US11241493-B2,US10442756-B2,1
US11241493-B2,WO2021159985-A1,1
US11241493-B2,WO2021160036-A1,1
CN104302316-A,US6500662-B1,1
US6468544-B1,EP780475-A1,1
US7935676-B2,US6630343-B1,1
US9707292-B2,US8158601-B2,1
US9707292-B2,US8802644-B2,1
US9707292-B2,US9186325-B2,1
US7723500-B2,US6562798-B1,1
US7723500-B2,US7354909-B2,1
US7723500-B2,US7534772-B2,1
US10130697-B2,US6169175-B1,1
US10130697-B2,AU2012204138-B2,1
US10130697-B2,US5716821-A,1
US10130697-B2,US5840520-A,1
US10130697-B2,US6033886-A,1
US10130697-B2,US6146642-A,1
US10130697-B2,US6544785-B1,1
US10130697-B2,US6951754-B2,1
US10130697-B2,US7312064-B2,1
US10130697-B2,US7507411-B2,1
US10130697-B2,US7566458-B2,1
US10130697-B2,US7993924-B2,1
US10130697-B2,US8057806-B2,1
US10130697-B2,US8093033-B2,1
US10130697-B2,US8475806-B2,1
US10130697-B2,US8574593-B2,1
US10130697-B2,US8591914-B2,1
US10130697-B2,US9254318-B2,1
US10130697-B2,US9474798-B2,1
US10130697-B2,WO2007126810-A2,1
US10130697-B2,WO2004112831-A3,1
US10130697-B2,WO2007126810-A3,1
US11026964-B2,US6060308-A,1
US11026964-B2,US6790449-B2,1
US11026964-B2,US9770463-B2,1
US11026964-B2,WO2005113782-A1,1
US11026964-B2,WO2009146867-A1,1
US9944903-B2,EP1512746-A1,1
US9944903-B2,EP1526185-A1,1
US9944903-B2,US6296854-B1,1
US9944903-B2,US6589531-B1,1
US9944903-B2,US7470426-B1,1
US9944903-B2,US7588767-B2,1
US9944903-B2,US7763420-B2,1
US9944903-B2,US8043612-B2,1
US9944903-B2,US8066984-B2,1
US9944903-B2,US8105578-B2,1
US9944903-B2,US8221769-B2,1
US9944903-B2,US8852927-B2,1
US9944903-B2,US8865153-B2,1
US9944903-B2,US9005602-B2,1
US9944903-B2,WO2008073148-A3,1
US9944903-B2,WO2008100292-A3,1
US10493143-B2,EP1905844-A2,1
US10493143-B2,EP1083232-B1,1
US10493143-B2,EP1383556-B1,1
US10493143-B2,US6500419-B1,1
US10493143-B2,US8999380-B2,1
US10493143-B2,US9512456-B2,1
US10493143-B2,US9868691-B2,1
US10493143-B2,US9872900-B2,1
US10493143-B2,US10064934-B2,1
US10493143-B2,US10064935-B2,1
US10493143-B2,US10124055-B2,1
US10493143-B2,WO2011144358-A1,1
US10493143-B2,WO2008014979-A3,1
US7618797-B2,US6500662-B1,1
US7618797-B2,US7132106-B2,1
US7618797-B2,US7232680-B2,1
US7618797-B2,US6268199-B1,1
US6811784-B2,US5869036-A,1
US7452541-B2,US5766602-A,1
US7452541-B2,US6932971-B2,1
US9012214-B2,US6146642-A,1
US9012214-B2,US7402429-B1,1
US9012214-B2,US7993924-B2,1
US9012214-B2,US8158416-B2,1
US9012214-B2,US8586364-B2,1
US10370446-B2,US9457080-B2,1
US10370446-B2,EP2397156-B1,1
US10370446-B2,US7041474-B2,1
US10370446-B2,US8652465-B2,1
US10370446-B2,WO2008083174-A3,1
US8629151-B2,US7501134-B2,1
US8629151-B2,US7517520-B2,1
US9890363-B2,AU2012204138-B2,1
US9890363-B2,CN1826407-B,1
US9890363-B2,US5716821-A,1
US9890363-B2,US5840520-A,1
US9890363-B2,US6033886-A,1
US9890363-B2,US6146642-A,1
US9890363-B2,US6169175-B1,1
US9890363-B2,US6544785-B1,1
US9890363-B2,US6951754-B2,1
US9890363-B2,US7312064-B2,1
US9890363-B2,US7507411-B2,1
US9890363-B2,US7566458-B2,1
US9890363-B2,US7993924-B2,1
US9890363-B2,US8057806-B2,1
US9890363-B2,US8093033-B2,1
US9890363-B2,US8475806-B2,1
US9890363-B2,US8574593-B2,1
US9890363-B2,US8591914-B2,1
US9890363-B2,US9254318-B2,1
US9890363-B2,US9474798-B2,1
US9890363-B2,WO2013034069-A1,1
US9890363-B2,WO2007126810-A2,1
US9890363-B2,WO2007126810-A3,1
US7105574-B1,US6586409-B1,1
US7084266-B1,US5874565-A,1
US10201618-B2,US9512073-B2,1
US10201618-B2,EP2532649-A1,1
US10201618-B2,US8450298-B2,1
US10201618-B2,US8969353-B2,1
US10201618-B2,US9238716-B2,1
US10201618-B2,US9439968-B2,1
US10201618-B2,US9556110-B2,1
US10201618-B2,WO2005055979-A2,1
US9868693-B2,US8158601-B2,1
US9868693-B2,US8802644-B2,1
US9868693-B2,US9394234-B2,1
US10738355-B2,CN103608033-B,1
US10738355-B2,EP3473267-A1,1
US10738355-B2,WO2010066418-A1,1
US10738355-B2,WO2007025760-A2,1
US10738355-B2,WO2012159754-A3,1
US7439347-B2,US6153421-A,1
US7439347-B2,US6960569-B2,1
WO2007044483-A3,US6830748-B1,1
US8293248-B2,US7628993-B2,1
US8293248-B2,US7879339-B2,1
US9005602-B2,EP1512746-A1,1
US9005602-B2,EP1526185-A1,1
US9005602-B2,US6589531-B1,1
US9005602-B2,US7588767-B2,1
US9005602-B2,US7763420-B2,1
US9005602-B2,US8066984-B2,1
US9005602-B2,US8221769-B2,1
US9005602-B2,WO2008073148-A3,1
US9005602-B2,WO2008100292-A3,1
US6150170-A,US5877159-A,1
US9005925-B2,US6146642-A,1
US9005925-B2,US7402429-B1,1
US9005925-B2,US7993924-B2,1
US9005925-B2,US8158416-B2,1
US9005925-B2,US8586364-B2,1
US7691389-B2,US6268199-B1,1
US7691389-B2,US6500662-B1,1
US7691389-B2,US7132106-B2,1
US7691389-B2,US7232680-B2,1
US9101572-B2,US6296854-B1,1
US9950059-B2,US6146642-A,1
US11103578-B2,EP2548960-A1,1
US11103578-B2,EP1905844-A2,1
US11103578-B2,EP1383556-B1,1
US11103578-B2,US6500419-B1,1
US11103578-B2,US7449324-B2,1
US11103578-B2,US7704720-B2,1
US11103578-B2,US8841433-B2,1
US11103578-B2,US8999380-B2,1
US11103578-B2,US9192661-B2,1
US11103578-B2,US9512456-B2,1
US11103578-B2,US9567653-B2,1
US11103578-B2,US9623095-B2,1
US11103578-B2,US9868691-B2,1
US11103578-B2,US9872900-B2,1
US11103578-B2,US10064934-B2,1
US11103578-B2,US10064935-B2,1
US11103578-B2,US10124055-B2,1
US11103578-B2,US10273269-B2,1
US11103578-B2,US10449244-B2,1
US11103578-B2,US10493143-B2,1
US11103578-B2,US10695419-B2,1
US11103578-B2,WO2011144358-A1,1
US11103578-B2,WO2007095976-A2,1
US11103578-B2,WO2008014979-A3,1
WO2008156655-A3,WO2005047458-A2,1
US11351243-B2,US6500662-B1,1
US11351243-B2,US7132106-B2,1
US11351243-B2,US7232680-B2,1
US11351243-B2,US7618797-B2,1
US11351243-B2,US7691389-B2,1
US11351243-B2,US8481705-B2,1
US11351243-B2,US8492132-B2,1
US11351243-B2,US8895025-B2,1
US11351243-B2,US9566324-B2,1
US8425898-B2,US7888112-B2,1
US8865153-B2,EP1526185-A1,1
US8865153-B2,US6573090-B1,1
US8865153-B2,US6800288-B2,1
US8865153-B2,US7588767-B2,1
US8865153-B2,US7763420-B2,1
US8865153-B2,US8066984-B2,1
US8865153-B2,US8221769-B2,1
US8865153-B2,WO2005047458-A3,1
US8865153-B2,WO2005049846-A3,1
US8865153-B2,WO2008156655-A3,1
US8278093-B2,US7410795-B2,1
US8278093-B2,US7888112-B2,1
US10166283-B2,US9234013-B2,1
US10166283-B2,US8968746-B2,1
US10166283-B2,US9155788-B2,1
US10166283-B2,US9839697-B2,1
US9566324-B2,US6033886-A,1
US9566324-B2,US6268199-B1,1
US9566324-B2,US6500662-B1,1
US9566324-B2,US7132106-B2,1
US9566324-B2,US7232680-B2,1
US9566324-B2,US7618797-B2,1
US9566324-B2,US7691389-B2,1
US7541038-B2,US6156558-A,1
US7541038-B2,US6475780-B1,1
US7541038-B2,US6531135-B1,1
EP2338510-A1,US5766602-A,1
US9101653-B2,US8597661-B2,1
US11207398-B2,EP2548960-A1,1
US11207398-B2,EP1905844-A2,1
US11207398-B2,EP1383556-B1,1
US11207398-B2,US6500419-B1,1
US11207398-B2,US8999380-B2,1
US11207398-B2,US9267114-B2,1
US11207398-B2,US9512456-B2,1
US11207398-B2,US9868691-B2,1
US11207398-B2,US9872900-B2,1
US11207398-B2,US10064934-B2,1
US11207398-B2,US10064935-B2,1
US11207398-B2,US10124055-B2,1
US11207398-B2,US10273269-B2,1
US11207398-B2,US10449244-B2,1
US11207398-B2,US10493143-B2,1
US11207398-B2,US10695419-B2,1
US11207398-B2,US10857105-B2,1
US11207398-B2,US10925958-B2,1
US11207398-B2,WO2011144358-A1,1
US11207398-B2,WO2007095976-A2,1
US11207398-B2,WO2008014979-A3,1
US9623095-B2,US9254265-B2,1
US9005961-B2,US6146642-A,1
US9005961-B2,US7402429-B1,1
US9005961-B2,US7993924-B2,1
US9005961-B2,US8158416-B2,1
US9005961-B2,US8586364-B2,1
US8475806-B2,US5716821-A,1
US8475806-B2,US5840520-A,1
US8475806-B2,US6033886-A,1
US8475806-B2,US6146642-A,1
US8852611-B2,US6586409-B1,1
US8852611-B2,US7628993-B2,1
US8852611-B2,US7879339-B2,1
US8852611-B2,US7935352-B2,1
US8852611-B2,US8293248-B2,1
US10369216-B2,US9421255-B2,1
US10369216-B2,US9688729-B2,1
US10369216-B2,EP1905844-A2,1
US10369216-B2,WO2006116458-A2,1
US10369216-B2,WO2004092329-A3,1
US10369216-B2,WO2006029223-A3,1
US10369216-B2,WO2006080946-A3,1
US8604179-B2,EP1801209-A1,1
US7354909-B2,US6562798-B1,1
US8772022-B2,EP1801209-A1,1
US8772022-B2,EP1930416-A1,1
US8772022-B2,US7935676-B2,1
US10857105-B2,US8158601-B2,1
US10857105-B2,US8450298-B2,1
US10857105-B2,US8734846-B2,1
US10857105-B2,US8802644-B2,1
US10857105-B2,US9394234-B2,1
US10857105-B2,US9867888-B2,1
US10857105-B2,US9868691-B2,1
US10857105-B2,US9868693-B2,1
US7863041-B2,EP780475-A1,1
US6923971-B2,US6264957-B1,1
US9556110-B2,US8450298-B2,1
US9556110-B2,US8969353-B2,1
US9556110-B2,EP2532649-A1,1
US6932971-B2,US5766602-A,1
US7279165-B2,US5766602-A,1
US7279165-B2,US6827937-B2,1
US7279165-B2,US6932971-B2,1
US7279165-B2,US7115266-B2,1
US7279165-B2,US7128911-B2,1
US10246686-B2,AU2012204138-B2,1
US10246686-B2,CN1826407-B,1
US10246686-B2,US5716821-A,1
US10246686-B2,US5840520-A,1
US10246686-B2,US6033886-A,1
US10246686-B2,US6146642-A,1
US10246686-B2,US6169175-B1,1
US10246686-B2,US6544785-B1,1
US10246686-B2,US6951754-B2,1
US10246686-B2,US7312064-B2,1
US10246686-B2,US7507411-B2,1
US10246686-B2,US7566458-B2,1
US10246686-B2,US7993924-B2,1
US10246686-B2,US8057806-B2,1
US10246686-B2,US8093033-B2,1
US10246686-B2,US8475806-B2,1
US10246686-B2,US8574593-B2,1
US10246686-B2,US8591914-B2,1
US10246686-B2,US9254318-B2,1
US10246686-B2,US9474798-B2,1
US10246686-B2,US9890363-B2,1
US10246686-B2,WO2013034069-A1,1
US10246686-B2,WO2007126810-A2,1
US10246686-B2,WO2004112831-A3,1
US10246686-B2,WO2007126810-A3,1
US10246686-B2,WO2008156778-A3,1
WO2003097090-A1,US6033886-A,1
US8106173-B2,WO2006116458-A2,1
US7507411-B2,US6951754-B2,1
US7507411-B2,US6974686-B2,1
US8574593-B2,EP780475-A1,1
US8574593-B2,US5690937-A,1
US8574593-B2,US5716821-A,1
US8574593-B2,US5840520-A,1
US8574593-B2,US6033886-A,1
US8574593-B2,US6146642-A,1
US8574593-B2,US6951754-B2,1
US8574593-B2,US7566458-B2,1
US8574593-B2,WO2006098901-A3,1
US7785873-B2,US5766602-A,1
US7785873-B2,US7264810-B2,1
US10117941-B2,US8999351-B2,1
US10117941-B2,US9186325-B2,1
US10117941-B2,US9220683-B2,1
EP2039773-A1,US6468544-B1,1
US8124747-B2,US5514539-A,1
US8124747-B2,US7084266-B1,1
US7153510-B1,US5716821-A,1
US9895443-B2,EP2532649-A1,1
US11534497-B2,US7045335-B2,1
US11534497-B2,US7425337-B2,1
US11534497-B2,US9655845-B2,1
US11534497-B2,US10307374-B2,1
US11534497-B2,US11141377-B2,1
US11534497-B2,WO2008153541-A1,1
US8828961-B2,US6156558-A,1
US8828961-B2,US6531135-B1,1
US8828961-B2,US6541010-B1,1
US8828961-B2,US6521235-B2,1
US8828961-B2,US7045335-B2,1
US8828961-B2,US7537768-B2,1
US8828961-B2,US7862829-B2,1
US10064934-B2,EP2548960-A1,1
US10064934-B2,EP1905844-A2,1
US10064934-B2,US6500419-B1,1
US10064934-B2,US7449324-B2,1
US10064934-B2,US7704720-B2,1
US10064934-B2,US8841433-B2,1
US10064934-B2,US9192661-B2,1
US10064934-B2,US9512456-B2,1
US10064934-B2,US9567653-B2,1
US10064934-B2,US9623095-B2,1
US10064934-B2,US9872900-B2,1
US10064934-B2,WO2011144358-A1,1
US10064934-B2,WO2007095976-A2,1
US8999380-B2,EP2484770-A1,1
US8999380-B2,EP2548960-A1,1
US8999380-B2,EP1905844-A2,1
US8999380-B2,EP1083232-B1,1
US8999380-B2,US6500419-B1,1
US8999380-B2,US6664066-B2,1
US8999380-B2,US6900302-B2,1
US8999380-B2,US7776523-B2,1
US8999380-B2,US7820624-B2,1
US8999380-B2,US8158601-B2,1
US8999380-B2,US8450298-B2,1
US8999380-B2,US8628801-B2,1
US8999380-B2,US8636696-B2,1
US8999380-B2,US8734846-B2,1
US8999380-B2,WO2011144358-A1,1
US8999380-B2,WO2013113736-A1,1
US8999380-B2,WO2014053634-A1,1
US8999380-B2,WO2007095976-A2,1
US8999380-B2,WO2003002604-A3,1
US8999380-B2,WO2003028656-A3,1
US8999380-B2,WO2003059381-A3,1
US8999380-B2,WO2003086280-A3,1
US8999380-B2,WO2004092329-A3,1
US8999380-B2,WO2007024323-A3,1
US8999380-B2,WO2008052770-A3,1
US8999380-B2,WO2012135025-A3,1
US8999380-B2,WO2013006842-A3,1
US5851759-A,US5514539-A,1
US9968672-B2,US9101572-B2,1
US8017590-B1,EP1083232-B1,1
US8017590-B1,US6127116-A,1
US8017590-B1,US6969609-B1,1
US6669943-B1,EP780475-A1,1
US8618275-B2,EP1801209-A1,1
US8618275-B2,EP1930416-A1,1
US8618275-B2,US7935676-B2,1
US10925958-B2,EP1905844-A2,1
US10925958-B2,EP1083232-B1,1
US10925958-B2,EP1383556-B1,1
US10925958-B2,US6500419-B1,1
US10925958-B2,US8999380-B2,1
US10925958-B2,US9512456-B2,1
US10925958-B2,US9868691-B2,1
US10925958-B2,US9872900-B2,1
US10925958-B2,US10064934-B2,1
