node,networkEfficiency_before,Connectivity_before,ClusteringCoefficient_before,networkEfficiency_after,Connectivity_after,ClusteringCoefficient_after
US11577002-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1756060724296697,0.7373784159333024,0.23687907326852295
US4963489-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17578411337758945,0.7373784159333024,0.23681625919817118
US5559022-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17578411337758945,0.7373784159333024,0.23681625919817118
US5672346-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757717320596978,0.7373784159333024,0.23676921904196485
US2003032179-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17566568260811338,0.7373784159333024,0.24177617375729843
US7255879-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17570998375181457,0.7373784159333024,0.23462926902866807
US7468276-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17571721814892044,0.7373784159333024,0.231367729312317
US8293223-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17398639931090426,0.7373784159333024,0.23505713959531185
US5827735-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757717320596978,0.7373784159333024,0.23676921904196485
WO2014011775-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17578411337758945,0.7373784159333024,0.23681625919817118
WO2018106652-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17578411337758945,0.7373784159333024,0.23681625919817118
WO2012168930-A2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17556763383090165,0.7373784159333024,0.23683728717334868
EP3548507-A4,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757612629465229,0.7373784159333024,0.23681673210666243
EP3418376-A4,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17570720519042404,0.7373784159333024,0.23681880290019053
EP3950937-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17570321924655286,0.7373784159333024,0.23684855073717748
WO2016083613-A3,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17576083379432195,0.7373784159333024,0.23684198428329653
US10597633-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17573866377535546,0.7373784159333024,0.23459939204634173
EP3884935-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1716118655442257,0.7373784159333024,0.23689033450797709
CN105378062-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17558841502526412,0.7373784159333024,0.23681819630410655
CN105026552-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17574231870883508,0.7373784159333024,0.23677592320387358
WO2013093812-A3,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575962827674324,0.7373784159333024,0.2368275485962544
EP3045912-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575952962106492,0.7373784159333024,0.2370631013600735
US10006904-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757516854018859,0.7373784159333024,0.23646495527806244
US11035852-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575595368549404,0.7373784159333024,0.23669037656378977
EP3564361-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575691007791158,0.7373784159333024,0.23697281436156117
EP3789049-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17559584611831874,0.7373784159333024,0.23690530326026268
WO2021028361-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17574058425721947,0.7373784159333024,0.23687107764500692
US20130137130-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17574637213177802,0.7373784159333024,0.23679533730304173
CN110691845-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17576238039866424,0.7373784159333024,0.2368416839409326
CN101855554-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575098930827215,0.7373784159333024,0.2368162661083906
CN102459574-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575098930827215,0.7373784159333024,0.2368162661083906
CN102740888-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575098930827215,0.7373784159333024,0.2368162661083906
CN103154237-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575057285994838,0.7373784159333024,0.236784865150638
CN106661548-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17574271415300607,0.7373784159333024,0.23687648375139211
CN106661548-B,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575775996525964,0.7373784159333024,0.2368660147396668
CN103561751-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575057285994838,0.7373784159333024,0.236784865150638
CN104995294-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575098930827215,0.7373784159333024,0.2368162661083906
CN105985395-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575014092816402,0.7373784159333024,0.2366854140885138
EP2412800-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17574476872472072,0.7373784159333024,0.23679904252022727
US11034935-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17568210213563157,0.7373784159333024,0.23999894659563298
US10947510-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17562239697189125,0.7373784159333024,0.2400580113131673
EP3228306-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575014092816402,0.7373784159333024,0.2366854140885138
EP2393917-A2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575063414783085,0.7373784159333024,0.236784865150638
EP2393917-B1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575022298463275,0.7373784159333024,0.23679371395816776
JP2003521673-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
JP2008503203-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
JP2008505638-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
JP2008539697-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575098930827215,0.7373784159333024,0.2368162661083906
JP2013066414-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
JP2013528397-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575098930827215,0.7373784159333024,0.2368162661083906
JP2014233281-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575098930827215,0.7373784159333024,0.2368162661083906
JP2016514968-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575098930827215,0.7373784159333024,0.2368162661083906
KR2006114355-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575014092816402,0.7373784159333024,0.2366854140885138
US5912227-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US5942435-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17574560478314868,0.7373784159333024,0.2367639316764535
US11685901-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17569508887978513,0.7373784159333024,0.23687588951062813
US11760977-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17569508887978513,0.7373784159333024,0.23687588951062813
US20030129751-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757280808315766,0.7373784159333024,0.23679080483464823
WO2021190187-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1756052296595537,0.7373784159333024,0.23682434888904982
CN113660962-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757027642310278,0.7373784159333024,0.23682824644319864
US20050266554-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575014092816402,0.7373784159333024,0.2366854140885138
US20060110369-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20060236415-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575014092816402,0.7373784159333024,0.2366854140885138
US20070238169-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17571541650043437,0.7373784159333024,0.23673775914714024
US2021263010-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17566516024905096,0.7373784159333024,0.23686860425679765
US20070239083-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575014092816402,0.7373784159333024,0.2366854140885138
US20080193421-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20090011502-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20090042287-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20090220959-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20090253202-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20090263357-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575014092816402,0.7373784159333024,0.2366854140885138
US20090311765-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757509564230461,0.7373784159333024,0.2368162661083906
EP3856204-A4,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757666035588482,0.7373784159333024,0.23686860425679765
US20100016410-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20100041150-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20100048871-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20100075295-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20100151568-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575014092816402,0.7373784159333024,0.2366854140885138
US20110125286-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757509564230461,0.7373784159333024,0.2368162661083906
US20110151564-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575014092816402,0.7373784159333024,0.2366854140885138
US20110218512-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20110231942-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575098930827215,0.7373784159333024,0.2368162661083906
US20110294735-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20120009086-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575098930827215,0.7373784159333024,0.2368162661083906
US20120071451-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575014092816402,0.7373784159333024,0.2366854140885138
US20120135519-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575049548179456,0.7373784159333024,0.23676392712718744
CN111565798-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17553705508639686,0.7373784159333024,0.23693740061956386
US20120149630-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20120196275-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20120196312-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17512972050265985,0.7373784159333024,0.23679509505045276
WO2018091677-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17569235117224882,0.7373784159333024,0.23681754533105742
CN110249044-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1756914546723324,0.7373784159333024,0.23677972262717004
US2020231937-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575679822899265,0.7373784159333024,0.2368233031234506
US11760978-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757521989365099,0.7373784159333024,0.2368720097423724
US11834681-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757521989365099,0.7373784159333024,0.2368720097423724
WO2015183920-A3,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575856988139982,0.7373784159333024,0.23684941314509267
EP3712254-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17548404252804642,0.7373784159333024,0.23726817361410435
US2020172861-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575938398649105,0.7373784159333024,0.23681666158331435
EP3884935-B1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17464498961320626,0.7373784159333024,0.23682992312872622
CN105358677-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575468448658688,0.7373784159333024,0.23678417797082135
CN105358677-B,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575938398649105,0.7373784159333024,0.23681666158331435
US10041046-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575384396121913,0.7373784159333024,0.24269177323399144
US10041047-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575385053826442,0.7373784159333024,0.24292731553216396
CN108865972-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757509013456218,0.7373784159333024,0.23681803552446992
US2019017015-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575924340214943,0.7373784159333024,0.23681774779500525
US10954490-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17517673515644547,0.7373784159333024,0.22429426688276258
CN108865972-B,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757585686090544,0.7373784159333024,0.2368175596603006
US9765301-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1751440713028061,0.7373784159333024,0.22999127739994213
US2020188443-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575930588407904,0.7373784159333024,0.23681781202416327
US20120264209-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20130031645-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17567261240782664,0.7373784159333024,0.2367639316764535
US2018187160-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17576618462455681,0.7373784159333024,0.2368424317274844
US11021686-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17564623859354647,0.7373784159333024,0.23687383876266027
US20130095567-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259403,0.7373784159333024,0.23671158206856097
US20130115673-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575014092816402,0.7373784159333024,0.2366854140885138
US20130189327-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757231209209187,0.7373784159333024,0.23681346551979646
US2017349884-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17576409761030426,0.7373784159333024,0.2368174096390201
US2020318063-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17576085029565977,0.7373784159333024,0.23681785840253558
EP4051782-A4,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17576262987219488,0.7373784159333024,0.2368709051384955
US20130217005-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575049548179306,0.7373784159333024,0.23676392712718744
US20130281374-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575089065259247,0.7373784159333024,0.23671158206856097
US20130316442-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757501409281626,0.7373784159333024,0.2366854140885138
US20140038279-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17544747710081826,0.7373784159333024,0.23680328153852098
EP3512935-B1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17576281247951497,0.7373784159333024,0.23682479163446746
GB2570593-B,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17576056154806968,0.7373784159333024,0.23682405117915634
US11230702-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17498113021415823,0.7373784159333024,0.236818560079869
US2019031992-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17576308519199713,0.7373784159333024,0.236818560079869
GB2564582-B,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17575963592327137,0.7373784159333024,0.23614870443313685
US11326149-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1756952451919015,0.7373784159333024,0.23766655002961778
US11001811-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1754739876494457,0.7373784159333024,0.236818560079869
US10731119-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17519613950146365,0.7373784159333024,0.236818560079869
US10472612-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17273600187005067,0.7373784159333024,0.23681928183308035
US10655098-B2,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17574848797221676,0.7373784159333024,0.23683499605505098
US20140044713-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17574715753347403,0.7373784159333024,0.23677136685897185
US20140141509-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.17574982338998485,0.7373784159333024,0.23680131645477775
CN109415685-A,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757618219330832,0.7373784159333024,0.23683323953079222
US2019078055-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757618548183093,0.7373784159333024,0.23682950059803318
CN109415685-B,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757618219330832,0.7373784159333024,0.23683323953079222
US20140193905-A1,0.17577097536083552,0.7374942102825383,0.23677907655423994,0.1757501409281626,0.7373784159333024,0.2366854140885138
