node,networkEfficiency_before,ClusteringCoefficient_before,networkEfficiency_after,ClusteringCoefficient_after,connectivity_after,efficiency_change,clustering_change,efficiency_change_percentile,clustering_change_percentile,connectivity_after_percentile,comprehensive_score,comprehensive_score_percentile
US7618797-B2,0.197230574499739,0.2848666736292494,0.197251455256242,0.2835449265547117,0.99812734082397,-2.0880756503055545e-05,0.0013217470745376,0.4428838951310861,0.8436329588014981,0.5814606741573034,0.6302333041018179,0.7181647940074907
US6811784-B2,0.197230574499739,0.2848666736292494,0.1972238002939355,0.2838800927435364,0.99812734082397,6.7742058035002994e-06,0.000986580885713,0.5205992509363296,0.8099250936329588,0.5814606741573034,0.6476395037250848,0.7677902621722846
US7452541-B2,0.197230574499739,0.2848666736292494,0.197285762646592,0.2835334422788687,0.99812734082397,-5.518814685306905e-05,0.0013332313503807,0.3745318352059925,0.849250936329588,0.5814606741573034,0.6054336325511296,0.6779026217228464
US8802644-B2,0.197230574499739,0.2848666736292494,0.1971472339357525,0.2849781059049316,0.99812734082397,8.33405639864282e-05,-0.0001114322756822,0.651685393258427,0.5636704119850188,0.5814606741573034,0.6021928996025728,0.6704119850187266
US9012214-B2,0.197230574499739,0.2848666736292494,0.1971389734004708,0.2843864531135984,0.99812734082397,9.160109926814596e-05,0.0004802205156509,0.6638576779026217,0.6985018726591761,0.5814606741573034,0.6602587524894993,0.7874531835205992
WO2008073148-A3,0.197230574499739,0.2848666736292494,0.1974176269254591,0.2839411428045865,0.99812734082397,-0.0001870524257201,0.0009255308246629,0.2078651685393258,0.7940074906367042,0.5814606741573034,0.5177331800133491,0.4850187265917603
US10370446-B2,0.197230574499739,0.2848666736292494,0.197527328434358,0.2821782024774797,0.99625468164794,-0.000296753934619,0.0026884711517696,0.1254681647940075,0.9662921348314608,0.1179775280898876,0.45599690762496764,0.3857677902621723
CN109477074-A,0.197230574499739,0.2848666736292494,0.1972417712446325,0.285439618271167,0.99812734082397,-1.1196744893499089e-05,-0.0005729446419175,0.4644194756554307,0.3314606741573033,0.5814606741573034,0.4364535583646472,0.350187265917603
US8629151-B2,0.197230574499739,0.2848666736292494,0.1974072998332943,0.2806481620725813,0.99812734082397,-0.0001767253335553,0.004218511556668,0.2228464419475655,0.99625468164794,0.5814606741573034,0.6035365469384344,0.6741573033707865
US9890363-B2,0.197230574499739,0.2848666736292494,0.1969840755241364,0.2831949367130273,0.99812734082397,0.0002464989756025,0.0016717369162221,0.8408239700374532,0.897003745318352,0.5814606741573034,0.8086132173225196,0.9606741573033708
US7105574-B1,0.197230574499739,0.2848666736292494,0.1972381916401991,0.2842754291144825,0.99812734082397,-7.617140460131067e-06,0.0005912445147668,0.4850187265917603,0.7331460674157303,0.5814606741573034,0.6032496488911194,0.6722846441947565
US7084266-B1,0.197230574499739,0.2848666736292494,0.1987845122304778,0.2878742351317312,0.9906367041198502,-0.0015539377307388,-0.0030075615024818,0.0131086142322097,0.0205992509363295,0.0327715355805243,0.02019137938310586,0.009363295880149813
US10201618-B2,0.197230574499739,0.2848666736292494,0.1972274390475922,0.2847057575935914,0.99812734082397,3.135452146724172e-06,0.0001609160356579,0.5046816479400749,0.6161048689138576,0.5814606741573034,0.5647944140383997,0.598314606741573
WO2007126810-A2,0.197230574499739,0.2848666736292494,0.1972206114031898,0.2845458349465165,0.99812734082397,9.963096549159278e-06,0.0003208386827329,0.5327715355805244,0.6563670411985019,0.5814606741573034,0.5918002809348916,0.6404494382022472
WO2003024481-A3,0.197230574499739,0.2848666736292494,0.197539257617531,0.2854011326792105,0.99812734082397,-0.000308683117792,-0.000534459049961,0.1048689138576779,0.4288389513108614,0.5814606741573034,0.3327897657360045,0.19101123595505617
US9868693-B2,0.197230574499739,0.2848666736292494,0.1971774701685378,0.2839949403724554,0.99812734082397,5.310433120112035e-05,0.000871733256794,0.6198501872659176,0.7893258426966292,0.5814606741573034,0.6787359168802203,0.8127340823970037
EP1083232-B1,0.197230574499739,0.2848666736292494,0.2098102141700335,0.2998080336779637,0.9194756554307116,-0.0125796396702945,-0.0149413600487142,0.0018726591760299,0.0018726591760299,0.0018726591760299,0.0018726591760299,0.0018726591760299626
US10738355-B2,0.197230574499739,0.2848666736292494,0.1976190330937751,0.2867271884206262,0.99438202247191,-0.0003884585940361,-0.0018605147913767,0.0786516853932584,0.0561797752808988,0.0636704119850187,0.06663372387219879,0.031835205992509365
US7439347-B2,0.197230574499739,0.2848666736292494,0.1975303732556435,0.2814611702026626,0.99812734082397,-0.0002997987559045,0.0034055034265867,0.1179775280898876,0.9859550561797752,0.5814606741573034,0.5580153115516573,0.5749063670411985
WO2007044483-A3,0.197230574499739,0.2848666736292494,0.1972703627297614,0.2857763672007865,0.99812734082397,-3.978823002245835e-05,-0.000909693571537,0.4026217228464419,0.1563670411985018,0.5814606741573034,0.3428691284892294,0.20411985018726592
US6037456-A,0.197230574499739,0.2848666736292494,0.1973655478224436,0.2851509763314931,0.99812734082397,-0.0001349733227046,-0.0002843027022437,0.2752808988764045,0.5337078651685393,0.5814606741573034,0.44157123833077994,0.36142322097378277
US7267823-B2,0.197230574499739,0.2848666736292494,0.1973563757980432,0.2855078170039723,0.99812734082397,-0.0001258012983042,-0.0006411433747228,0.2921348314606741,0.2677902621722846,0.5814606741573034,0.3432040037778578,0.20599250936329588
US8293248-B2,0.197230574499739,0.2848666736292494,0.1975079792409441,0.2823992565066027,0.99812734082397,-0.0002774047412051,0.0024674171226467,0.1367041198501872,0.9616104868913856,0.5814606741573034,0.5558023046222106,0.5711610486891385
US9005602-B2,0.197230574499739,0.2848666736292494,0.1973882382567896,0.283723203562257,0.99812734082397,-0.0001576637570506,0.0011434700669924,0.2546816479400749,0.8258426966292135,0.5814606741573034,0.5488130084430923,0.552434456928839
CN1826407-B,0.197230574499739,0.2848666736292494,0.1972288402304173,0.2845776855224572,0.99812734082397,1.7342693216237937e-06,0.0002889881067922,0.50187265917603,0.6367041198501873,0.5814606741573034,0.5718201373822189,0.6067415730337079
US6150170-A,0.197230574499739,0.2848666736292494,0.1972714159460527,0.2854011326792105,0.99812734082397,-4.084144631374964e-05,-0.000534459049961,0.398876404494382,0.4288389513108614,0.5814606741573034,0.4490067643833032,0.38202247191011235
US9005925-B2,0.197230574499739,0.2848666736292494,0.1971389734004708,0.2843864531135984,0.99812734082397,9.160109926814596e-05,0.0004802205156509,0.6638576779026217,0.6985018726591761,0.5814606741573034,0.6602587524894993,0.7874531835205992
WO2008021157-A1,0.197230574499739,0.2848666736292494,0.1975536207788556,0.2854011326792105,0.99812734082397,-0.0003230462791166,-0.000534459049961,0.0880149812734082,0.4288389513108614,0.5814606741573034,0.32612764479443956,0.1760299625468165
US7691389-B2,0.197230574499739,0.2848666736292494,0.197251455256242,0.2835449265547117,0.99812734082397,-2.0880756503055545e-05,0.0013217470745376,0.4428838951310861,0.8436329588014981,0.5814606741573034,0.6302333041018179,0.7181647940074907
US9101572-B2,0.197230574499739,0.2848666736292494,0.1976990701907118,0.2831180521015398,0.99625468164794,-0.0004684956909728,0.0017486215277096,0.0599250936329588,0.904494382022472,0.1179775280898876,0.40568042901664203,0.3089887640449438
US9950059-B2,0.197230574499739,0.2848666736292494,0.1971814106380301,0.2854140959633359,0.99812734082397,4.916386170886189e-05,-0.0005474223340864,0.6086142322097379,0.3567415730337078,0.5814606741573034,0.5034368894034975,0.45318352059925093
US11103578-B2,0.197230574499739,0.2848666736292494,0.1966576164256885,0.284751251923004,0.99812734082397,0.0005729580740505,0.0001154217062454,0.9363295880149812,0.601123595505618,0.5814606741573034,0.7295015869200567,0.9063670411985019
WO2008156655-A3,0.197230574499739,0.2848666736292494,0.1973997103343875,0.2855982255592302,0.99812734082397,-0.0001691358346485,-0.0007315519299807,0.2322097378277153,0.2284644194756554,0.5814606741573034,0.3039839523326865,0.1348314606741573
US7384923-B2,0.197230574499739,0.2848666736292494,0.1971951337468386,0.2840699435431433,0.99812734082397,3.5440752900378625e-05,0.0007967300861061,0.5711610486891385,0.7827715355805244,0.5814606741573034,0.6569010379957649,0.7790262172284644
US11351243-B2,0.197230574499739,0.2848666736292494,0.1972643862704566,0.2845637482583364,0.99812734082397,-3.3811770717678824e-05,0.000302925370913,0.4157303370786517,0.6441947565543071,0.5814606741573034,0.5407278704084315,0.5187265917602997
WO2005049846-A3,0.197230574499739,0.2848666736292494,0.1974044125213746,0.2855982255592302,0.99812734082397,-0.0001738380216356,-0.0007315519299807,0.2265917602996254,0.2284644194756554,0.5814606741573034,0.30176324535216487,0.12921348314606743
US8425898-B2,0.197230574499739,0.2848666736292494,0.1970919580483655,0.285555915168503,0.99812734082397,0.0001386164513734,-0.0006892415392535,0.7509363295880149,0.2397003745318352,0.5814606741573034,0.5134670902921669,0.4737827715355805
EP780475-B1,0.197230574499739,0.2848666736292494,0.1971835625971147,0.2853237033334885,0.99812734082397,4.7011902624211066e-05,-0.000457029704239,0.6048689138576779,0.49625468164794,0.5814606741573034,0.5570598475503278,0.5730337078651685
US8865153-B2,0.197230574499739,0.2848666736292494,0.1972719343923102,0.2863736696273572,0.99812734082397,-4.135989257128547e-05,-0.0015069959981077,0.3951310861423221,0.0833333333333333,0.5814606741573034,0.3110620952549777,0.14232209737827714
US8278093-B2,0.197230574499739,0.2848666736292494,0.1972411484162438,0.2836947090215673,0.99812734082397,-1.0573916504830194e-05,0.001171964607682,0.4719101123595505,0.8277153558052435,0.5814606741573034,0.6354199883718148,0.7265917602996255
US10166283-B2,0.197230574499739,0.2848666736292494,0.1971733501570826,0.2834053880990325,0.99812734082397,5.72243426563146e-05,0.0014612855302169,0.6264044943820225,0.8707865168539326,0.5814606741573034,0.7135012273528725,0.8792134831460674
US9566324-B2,0.197230574499739,0.2848666736292494,0.1970027279239764,0.2838988153538244,0.99812734082397,0.0002278465757625,0.000967858275425,0.8295880149812734,0.8052434456928839,0.5814606741573034,0.7679292792823927,0.9419475655430711
US7541038-B2,0.197230574499739,0.2848666736292494,0.197063340237723,0.28495969714507,0.99812734082397,0.0001672342620159,-9.302351582057832e-05,0.7846441947565543,0.5674157303370787,0.5814606741573034,0.6562289181720237,0.7771535580524345
US5840520-A,0.197230574499739,0.2848666736292494,0.1968164947001794,0.2856716422101673,0.99812734082397,0.0004140797995595,-0.0008049685809178,0.906367041198502,0.1891385767790262,0.5814606741573034,0.5549362796756752,0.5674157303370787
EP2338510-A1,0.197230574499739,0.2848666736292494,0.1971858891657987,0.2854171800988772,0.99812734082397,4.4685333940225336e-05,-0.0005505064696277,0.601123595505618,0.350187265917603,0.5814606741573034,0.49788719504286755,0.4419475655430712
EP2332573-A1,0.197230574499739,0.2848666736292494,0.1972790820336113,0.2854011326792105,0.99812734082397,-4.850753387236617e-05,-0.000534459049961,0.3838951310861423,0.4288389513108614,0.5814606741573034,0.44308487910191224,0.36891385767790263
US9101653-B2,0.197230574499739,0.2848666736292494,0.1974419170622223,0.2825243346804613,0.99812734082397,-0.0002113425624833,0.0023423389487881,0.1900749063670412,0.954119850187266,0.5814606741573034,0.5739404475429553,0.6132958801498127
US11207398-B2,0.197230574499739,0.2848666736292494,0.1968809982967889,0.284477814128979,0.99812734082397,0.00034957620295,0.0003888595002703,0.8764044943820225,0.6779026217228464,0.5814606741573034,0.7361394230851543,0.9176029962546817
US9623095-B2,0.197230574499739,0.2848666736292494,0.1966438979556523,0.2853600947925513,0.99812734082397,0.0005866765440866,-0.0004934211633019,0.9400749063670412,0.4887640449438202,0.5814606741573034,0.6866034573272409,0.8277153558052435
US9005961-B2,0.197230574499739,0.2848666736292494,0.1971389734004714,0.2843864531135984,0.99812734082397,9.160109926759086e-05,0.0004802205156509,0.6610486891385767,0.6985018726591761,0.5814606741573034,0.6591483989992384,0.7827715355805244
US5716821-A,0.197230574499739,0.2848666736292494,0.195529549164016,0.2842755320208483,0.99625468164794,0.0017010253357229,0.0005911416084011,0.9906367041198502,0.7284644194756554,0.1179775280898876,0.7040510773591028,0.8595505617977528
US8475806-B2,0.197230574499739,0.2848666736292494,0.1970472023844383,0.2841780437739383,0.99812734082397,0.0001833721153006,0.0006886298553111,0.799625468164794,0.7490636704119851,0.5814606741573034,0.7338962082630289,0.9138576779026217
US8852611-B2,0.197230574499739,0.2848666736292494,0.19744253212018,0.2862141408092918,0.99812734082397,-0.000211957620441,-0.0013474671800424,0.1853932584269663,0.0945692883895131,0.5814606741573034,0.23259356140681975,0.08426966292134831
US10369216-B2,0.197230574499739,0.2848666736292494,0.1974948574597552,0.2876349943193221,0.99250936329588,-0.0002642829600162,-0.0027683206900726,0.149812734082397,0.0243445692883895,0.045880149812734,0.07845733044402792,0.03745318352059925
EP2590676-B1,0.197230574499739,0.2848666736292494,0.1972442862022183,0.2854681388437776,0.99812734082397,-1.3711702479379806e-05,-0.0006014652145281,0.4606741573033708,0.3089887640449438,0.5814606741573034,0.42609736686166677,0.3352059925093633
US8604179-B2,0.197230574499739,0.2848666736292494,0.1976250958833637,0.2854011326792105,0.99812734082397,-0.0003945213836247,-0.000534459049961,0.0749063670411985,0.4288389513108614,0.5814606741573034,0.3209459951732224,0.15917602996254682
US7354909-B2,0.197230574499739,0.2848666736292494,0.1970891716012229,0.2825868737673906,0.99812734082397,0.000141402898516,0.0022797998618588,0.7546816479400749,0.9438202247191012,0.5814606741573034,0.7930534606683393,0.9531835205992509
US7566454-B2,0.197230574499739,0.2848666736292494,0.1971451963213918,0.285446269585429,0.99812734082397,8.537817834719519e-05,-0.0005795959561796,0.6554307116104869,0.3258426966292135,0.5814606741573034,0.5097386656567245,0.46441947565543074
WO2005028658-A2,0.197230574499739,0.2848666736292494,0.1972495298531618,0.2828370301151079,0.99812734082397,-1.8955353422889232e-05,0.0020296435141415,0.449438202247191,0.9241573033707864,0.5814606741573034,0.6646287929001936,0.7940074906367042
US8772022-B2,0.197230574499739,0.2848666736292494,0.197548725808858,0.2854011326792105,0.99812734082397,-0.000318151309119,-0.000534459049961,0.0945692883895131,0.4288389513108614,0.5814606741573034,0.32871846960504814,0.18258426966292135
US10857105-B2,0.197230574499739,0.2848666736292494,0.1970160042428136,0.2858012570626597,0.99812734082397,0.0002145702569253,-0.0009345834334102,0.8220973782771536,0.147940074906367,0.5814606741573034,0.5053535212996907,0.45880149812734083
US7863041-B2,0.197230574499739,0.2848666736292494,0.1972221013489945,0.2854141278141568,0.99812734082397,8.47315074445354e-06,-0.0005474541849073,0.5299625468164794,0.3539325842696629,0.5814606741573034,0.4712375266533656,0.4101123595505618
US6261570-B1,0.197230574499739,0.2848666736292494,0.1969878121813013,0.2850484154020412,0.99812734082397,0.0002427623184377,-0.0001817417727917,0.8389513108614233,0.5430711610486891,0.5814606741573034,0.6680803887858806,0.797752808988764
US7744900-B2,0.197230574499739,0.2848666736292494,0.1972790820336113,0.2854011326792105,0.99812734082397,-4.850753387236617e-05,-0.000534459049961,0.3838951310861423,0.4288389513108614,0.5814606741573034,0.44308487910191224,0.36891385767790263
US6280940-B1,0.197230574499739,0.2848666736292494,0.1974960649845157,0.2854011326792105,0.99812734082397,-0.0002654904847767,-0.000534459049961,0.147940074906367,0.4288389513108614,0.5814606741573034,0.3498151859200036,0.21348314606741572
US6923971-B2,0.197230574499739,0.2848666736292494,0.1972343126295267,0.284250386406513,0.99812734082397,-3.738129787711486e-06,0.0006162872227364,0.4925093632958801,0.7397003745318352,0.5814606741573034,0.6087993432517494,0.6853932584269663
US9556110-B2,0.197230574499739,0.2848666736292494,0.1972297901410856,0.284355836511963,0.99812734082397,7.843586533606839e-07,0.0005108371172863,0.5,0.7059925093632958,0.5814606741573034,0.5984467056184959,0.6610486891385767
US6932971-B2,0.197230574499739,0.2848666736292494,0.1972641745702637,0.2846962514078462,0.99812734082397,-3.3600070524719694e-05,0.0001704222214032,0.4176029962546816,0.6217228464419475,0.5814606741573034,0.5325923858859726,0.5074906367041199
US7279165-B2,0.197230574499739,0.2848666736292494,0.1972666012346196,0.2828238614060305,0.99812734082397,-3.6026734880623135e-05,0.0020428122232188,0.4101123595505618,0.9269662921348316,0.5814606741573034,0.6501933090593714,0.7752808988764045
US10246686-B2,0.197230574499739,0.2848666736292494,0.1969723200566688,0.2826246178891804,0.99812734082397,0.0002582544430701,0.002242055740069,0.850187265917603,0.9382022471910112,0.5814606741573034,0.8285865492915488,0.9756554307116105
WO2003097090-A1,0.197230574499739,0.2848666736292494,0.1971567213574271,0.2854058292904818,0.99812734082397,7.385314231184159e-05,-0.0005391556612324,0.6404494382022472,0.3801498127340824,0.5814606741573034,0.5252664374833625,0.49812734082397003
US8106173-B2,0.197230574499739,0.2848666736292494,0.1972872542756633,0.2854011326792105,0.99812734082397,-5.667977592432871e-05,-0.000534459049961,0.3679775280898876,0.4288389513108614,0.5814606741573034,0.4367928759904342,0.35674157303370785
US7507411-B2,0.197230574499739,0.2848666736292494,0.1973455526818325,0.2851516271132122,0.99625468164794,-0.0001149781820935,-0.0002849534839627,0.3089887640449438,0.5299625468164794,0.1179775280898876,0.3562031021092226,0.22284644194756553
US8574593-B2,0.197230574499739,0.2848666736292494,0.1970184014891424,0.2842868110705779,0.99812734082397,0.0002121730105965,0.0005798625586715,0.8202247191011236,0.7256554307116105,0.5814606741573034,0.7327932586680326,0.9119850187265918
US7731951-B2,0.197230574499739,0.2848666736292494,0.1975031564010116,0.2854011326792105,0.99812734082397,-0.0002725819012726,-0.000534459049961,0.1404494382022472,0.4288389513108614,0.5814606741573034,0.34685424327930814,0.20973782771535582
US7785873-B2,0.197230574499739,0.2848666736292494,0.1972892892868326,0.2835372248849329,0.99812734082397,-5.871478709362776e-05,0.0013294487443165,0.3614232209737827,0.846441947565543,0.5814606741573034,0.5991425179070833,0.6629213483146067
US10117941-B2,0.197230574499739,0.2848666736292494,0.1974440400344712,0.2874413603722165,0.99625468164794,-0.0002134655347322,-0.002574686742967,0.1835205992509363,0.0262172284644194,0.1179775280898876,0.10764325211688977,0.0599250936329588
EP2039773-A1,0.197230574499739,0.2848666736292494,0.1973399347413844,0.2857763672007865,0.99812734082397,-0.0001093602416454,-0.000909693571537,0.3211610486891386,0.1563670411985018,0.5814606741573034,0.3106688772716658,0.13951310861423222
US8124747-B2,0.197230574499739,0.2848666736292494,0.1986735781897015,0.2870166107887155,0.99250936329588,-0.0014430036899625,-0.002149937159466,0.0168539325842696,0.046816479400749,0.045880149812734,0.03477631875431528,0.018726591760299626
US7153510-B1,0.197230574499739,0.2848666736292494,0.1972187394340525,0.2854220022299099,0.99812734082397,1.1835065686499611e-05,-0.0005553286006604,0.5430711610486891,0.3445692883895131,0.5814606741573034,0.4727209595318192,0.41198501872659177
US7628993-B2,0.197230574499739,0.2848666736292494,0.1975079792409449,0.2823992565066027,0.99812734082397,-0.0002774047412059,0.0024674171226467,0.1348314606741573,0.9616104868913856,0.5814606741573034,0.5550620689620367,0.5692883895131086
US7776523-B2,0.197230574499739,0.2848666736292494,0.1970617386091054,0.2845624048219542,0.99812734082397,0.0001688358906336,0.0003042688072952,0.7865168539325843,0.647003745318352,0.5814606741573034,0.6884039961456883,0.8295880149812734
US7803397-B2,0.197230574499739,0.2848666736292494,0.19728569273229,0.2855262108530692,0.99812734082397,-5.511823255099912e-05,-0.0006595372238197,0.3764044943820224,0.2556179775280899,0.5814606741573034,0.3717069267200896,0.250936329588015
US5514539-A,0.197230574499739,0.2848666736292494,0.1983616043644656,0.2864760898644429,0.99438202247191,-0.0011310298647266,-0.0016094162351935,0.0280898876404494,0.0730337078651685,0.0636704119850187,0.05330415118447864,0.028089887640449437
US9895443-B2,0.197230574499739,0.2848666736292494,0.1974490144599583,0.2856542670786863,0.99812734082397,-0.0002184399602193,-0.0007875934494369,0.1741573033707865,0.196629213483146,0.5814606741573034,0.26846270994189997,0.1104868913857678
US11534497-B2,0.197230574499739,0.2848666736292494,0.1971948848973324,0.2856713763293984,0.99812734082397,3.568960240654673e-05,-0.0008047027001489,0.5786516853932584,0.1919475655430711,0.5814606741573034,0.42650450416807567,0.3389513108614232
US8828961-B2,0.197230574499739,0.2848666736292494,0.1972406360962954,0.284708222516907,0.99812734082397,-1.0061596556448782e-05,0.0001584511123424,0.4775280898876404,0.6104868913857678,0.5814606741573034,0.5518420669202204,0.5580524344569289
US10064934-B2,0.197230574499739,0.2848666736292494,0.1964521924306092,0.2820145173989471,0.99812734082397,0.0007783820691297,0.0028521562303023,0.9550561797752808,0.9756554307116104,0.5814606741573034,0.8848326132323404,0.99812734082397
US8999380-B2,0.197230574499739,0.2848666736292494,0.1918601587507442,0.2906284747949101,0.9812734082397004,0.0053704157489947,-0.0057618011656607,1.0,0.0074906367041198,0.0131086142322097,0.40099387709818496,0.301498127340824
US6033895-A,0.197230574499739,0.2848666736292494,0.1973655478224428,0.2851509763314931,0.99812734082397,-0.0001349733227038,-0.0002843027022437,0.2771535580524344,0.5337078651685393,0.5814606741573034,0.4423114739909538,0.36329588014981273
US5851759-A,0.197230574499739,0.2848666736292494,0.1976154639142963,0.2854011326792105,0.99812734082397,-0.0003848894145573,-0.000534459049961,0.0805243445692883,0.4288389513108614,0.5814606741573034,0.32316670215374405,0.16666666666666666
US9968672-B2,0.197230574499739,0.2848666736292494,0.1975017000226851,0.2866519144177971,0.99812734082397,-0.0002711255229461,-0.0017852407885476,0.1423220973782771,0.0608614232209737,0.5814606741573034,0.20225456094887145,0.0749063670411985
US8017590-B1,0.197230574499739,0.2848666736292494,0.2096801856543366,0.2971236878479127,0.9288389513108616,-0.0124496111545976,-0.0122570142186632,0.0037453183520599,0.0037453183520599,0.0037453183520599,0.0037453183520599,0.003745318352059925
US7534772-B2,0.197230574499739,0.2848666736292494,0.1973433807805334,0.2836500382451892,0.99812734082397,-0.0001128062807944,0.0012166353840601,0.3146067415730337,0.8295880149812734,0.5814606741573034,0.5739798362657619,0.6161048689138576
US6669943-B1,0.197230574499739,0.2848666736292494,0.197180165118263,0.2838729860291126,0.99812734082397,5.040938147593543e-05,0.0009936876001367,0.6142322097378277,0.8146067415730337,0.5814606741573034,0.6865003951051605,0.8258426966292135
US8618275-B2,0.197230574499739,0.2848666736292494,0.197548725808858,0.2854011326792105,0.99812734082397,-0.000318151309119,-0.000534459049961,0.0945692883895131,0.4288389513108614,0.5814606741573034,0.32871846960504814,0.18258426966292135
US10925958-B2,0.197230574499739,0.2848666736292494,0.1968674683135178,0.2833617776509919,0.99812734082397,0.0003631061862211,0.0015048959782574,0.8857677902621723,0.8764044943820225,0.5814606741573034,0.8182427963326127,0.9719101123595506
WO2008083174-A3,0.197230574499739,0.2848666736292494,0.1987047379270747,0.285298172772965,0.9868913857677902,-0.0014741634273357,-0.0004314991437155,0.0149812734082397,0.5037453183520599,0.0205992509363295,0.209206527882411,0.07865168539325842
CN102770161-A,0.197230574499739,0.2848666736292494,0.1973375982101076,0.2857138281138572,0.99812734082397,-0.0001070237103686,-0.0008471544846077,0.3295880149812734,0.1732209737827715,0.5814606741573034,0.32065672787942273,0.15730337078651685
US10513692-B2,0.197230574499739,0.2848666736292494,0.1973452014100264,0.2864642971570091,0.99812734082397,-0.0001146269102874,-0.0015976235277596,0.3117977528089887,0.0758426966292134,0.5814606741573034,0.2751630349830292,0.11704119850187265
US6730306-B1,0.197230574499739,0.2848666736292494,0.1975164065037143,0.2857763672007865,0.99812734082397,-0.0002858320039753,-0.000909693571537,0.1273408239700374,0.1563670411985018,0.5814606741573034,0.23405448644366944,0.08801498127340825
US9192661-B2,0.197230574499739,0.2848666736292494,0.1970957375393834,0.2856940339191752,0.99625468164794,0.0001348369603555,-0.0008273602899258,0.7490636704119851,0.1760299625468165,0.1179775280898876,0.3903658893736188,0.28277153558052437
US9770463-B2,0.197230574499739,0.2848666736292494,0.1969104809543939,0.2845374403990079,0.99812734082397,0.000320093545345,0.0003292332302415,0.8670411985018727,0.6610486891385767,0.5814606741573034,0.7257814546473105,0.9044943820224719
US7238481-B2,0.197230574499739,0.2848666736292494,0.1972273269341764,0.2845233519233809,0.99812734082397,3.2475655625252564e-06,0.0003433217058684,0.5093632958801498,0.6666666666666666,0.5814606741573034,0.586615373599758,0.6348314606741573
US11484590-B2,0.197230574499739,0.2848666736292494,0.1968543133856372,0.2847432986933192,0.99812734082397,0.0003762611141017,0.0001233749359302,0.897003745318352,0.6039325842696629,0.5814606741573034,0.7150661030792343,0.8838951310861424
WO2015110656-A1,0.197230574499739,0.2848666736292494,0.1972790820336113,0.2854011326792105,0.99812734082397,-4.850753387236617e-05,-0.000534459049961,0.3838951310861423,0.4288389513108614,0.5814606741573034,0.44308487910191224,0.36891385767790263
US7731974-B2,0.197230574499739,0.2848666736292494,0.1973399347413844,0.2857763672007865,0.99812734082397,-0.0001093602416454,-0.000909693571537,0.3211610486891386,0.1563670411985018,0.5814606741573034,0.3106688772716658,0.13951310861423222
EP2484770-A1,0.197230574499739,0.2848666736292494,0.197117355964833,0.2854139767079365,0.99812734082397,0.0001132185349059,-0.0005473030786871,0.7050561797752809,0.3670411985018726,0.5814606741573034,0.5456270643194923,0.5383895131086143
US6146642-A,0.197230574499739,0.2848666736292494,0.1958127779403372,0.2862522451390925,0.99438202247191,0.0014177965594017,-0.001385571509843,0.9756554307116104,0.0880149812734082,0.0636704119850187,0.4337805420208824,0.3464419475655431
WO2003086280-A3,0.197230574499739,0.2848666736292494,0.1947135038121568,0.2867731636398346,0.99438202247191,0.0025170706875821,-0.0019064900105851,0.99438202247191,0.0524344569288389,0.0636704119850187,0.4271296750001194,0.3408239700374532
US11291682-B2,0.197230574499739,0.2848666736292494,0.1970325334948384,0.2851688446420444,0.99812734082397,0.0001980410049005,-0.0003021710127949,0.8089887640449438,0.5243445692883895,0.5814606741573034,0.6488401847375713,0.7734082397003745
US9511135-B2,0.197230574499739,0.2848666736292494,0.1975162220489597,0.2856512890269278,0.99812734082397,-0.0002856475492207,-0.0007846153976783,0.1292134831460674,0.2116104868913857,0.5814606741573034,0.2566142008861487,0.09737827715355805
US6632640-B1,0.197230574499739,0.2848666736292494,0.1955965161666876,0.2852989592269653,0.99812734082397,0.0016340583330513,-0.0004322855977159,0.9868913857677902,0.5,0.5814606741573034,0.7095472089229042,0.8670411985018727
WO2005062820-A3,0.197230574499739,0.2848666736292494,0.1973500099560049,0.2854973466591018,0.99812734082397,-0.0001194354562659,-0.0006306730298523,0.3052434456928839,0.2855805243445692,0.5814606741573034,0.3554122652103259,0.21910112359550563
US6586409-B1,0.197230574499739,0.2848666736292494,0.1992925148015938,0.2831155964220898,0.9850187265917604,-0.0020619403018548,0.0017510772071596,0.0074906367041198,0.906367041198502,0.0168539325842696,0.3644833448459447,0.2340823970037453
US6969609-B1,0.197230574499739,0.2848666736292494,0.1973545884228616,0.2854011326792105,0.99812734082397,-0.0001240139231226,-0.000534459049961,0.2958801498127341,0.4288389513108614,0.5814606741573034,0.40829380307373997,0.31086142322097376
US10716846-B2,0.197230574499739,0.2848666736292494,0.1968742976803322,0.2860994165054599,0.99812734082397,0.0003562768194067,-0.0012327428762105,0.8801498127340824,0.1011235955056179,0.5814606741573034,0.5098097430512628,0.46629213483146065
WO2013113736-A1,0.197230574499739,0.2848666736292494,0.197117355964833,0.2854139767079365,0.99812734082397,0.0001132185349059,-0.0005473030786871,0.7050561797752809,0.3670411985018726,0.5814606741573034,0.5456270643194923,0.5383895131086143
CN103608033-B,0.197230574499739,0.2848666736292494,0.1973958514837749,0.2854011326792105,0.99812734082397,-0.0001652769840359,-0.000534459049961,0.2378277153558052,0.4288389513108614,0.5814606741573034,0.38534649760834977,0.27153558052434457
WO2006080946-A3,0.197230574499739,0.2848666736292494,0.1973096540390313,0.285436869300313,0.99812734082397,-7.907953929237044e-05,-0.0005701956710635,0.3445692883895131,0.3333333333333333,0.5814606741573034,0.3898181194620718,0.2808988764044944
