Source,Target,Weight
WO2007075508-A2,US7582684-B2,1
EP1961744-A1,US8168783-B2,1
US6146642-A,US8093033-B2,1
US6146642-A,US7704720-B2,1
US6146642-A,US9005925-B2,1
US6146642-A,US9005961-B2,1
US6146642-A,US7588768-B2,1
US5716821-A,US8093033-B2,1
US5716821-A,US6146642-A,1
US5716821-A,US7465574-B2,1
US6033886-A,US8093033-B2,1
US6033886-A,US6830748-B1,1
US6033886-A,US7205013-B2,1
US6033886-A,US7465574-B2,1
US6190666-B1,US6783939-B2,1
US6190666-B1,US6521235-B2,1
US6190666-B1,US6531135-B1,1
US6190666-B1,US6541010-B1,1
US6190666-B1,US7235235-B2,1
US6190666-B1,US6770283-B1,1
US5739026-A,US6783939-B2,1
US5739026-A,US6156558-A,1
US5739026-A,US6521235-B2,1
US5739026-A,US6531135-B1,1
US5739026-A,US6541010-B1,1
US5739026-A,US7235235-B2,1
US5766602-A,US6783939-B2,1
US5766602-A,US6156558-A,1
US5766602-A,US6521235-B2,1
US5766602-A,US6531135-B1,1
US5766602-A,US6541010-B1,1
US5766602-A,US7235235-B2,1
US6664066-B2,US9155788-B2,1
US6664066-B2,US9433669-B2,1
US6664066-B2,US9433670-B2,1
US6664066-B2,US9439956-B2,1
US6664066-B2,US9463228-B2,1
US6664066-B2,US9655955-B2,1
EP1083232-B1,US10925958-B2,1
EP1083232-B1,US11696946-B2,1
EP1083232-B1,US10064935-B2,1
EP1083232-B1,US10493143-B2,1
EP1083232-B1,US11911453-B2,1
EP1083232-B1,US11576961-B2,1
EP1083232-B1,US11752206-B2,1
EP1083232-B1,US11497807-B2,1
EP1083232-B1,US11464848-B2,1
EP1083232-B1,US11643441-B1,1
EP1083232-B1,US10449244-B2,1
EP1083232-B1,US11364292-B2,1
US7579446-B2,US7740852-B2,1
US6268199-B1,US7273617-B2,1
US6268199-B1,US6841364-B2,1
US6268199-B1,US6500662-B1,1
US6268199-B1,US7132106-B2,1
US6268199-B1,US7232680-B2,1
US6268199-B1,US7618797-B2,1
US6268199-B1,US7691389-B2,1
US6268199-B1,US8492132-B2,1
US6268199-B1,US8895025-B2,1
US5877159-A,US7407790-B2,1
US5877159-A,US6500419-B1,1
US5877159-A,US6150170-A,1
US6500419-B1,US11207398-B2,1
US6500419-B1,US11103578-B2,1
US6500419-B1,US10925958-B2,1
US6500419-B1,US11696946-B2,1
US6500419-B1,US10695419-B2,1
US6500419-B1,US11197927-B2,1
US6500419-B1,US11541113-B2,1
US6500419-B1,US10272150-B2,1
US6500419-B1,US10702599-B2,1
US6500419-B1,US11872278-B2,1
US6500419-B1,US10064935-B2,1
US6500419-B1,US10716846-B2,1
US6500419-B1,US11484590-B2,1
US6500419-B1,US10493143-B2,1
US6500419-B1,US11911453-B2,1
US6500419-B1,US11576961-B2,1
US6500419-B1,US11752206-B2,1
US6500419-B1,US11497807-B2,1
US6500419-B1,US11464848-B2,1
US6500419-B1,US10064934-B2,1
US6500419-B1,US10124055-B2,1
US6500419-B1,US10383937-B2,1
US6500419-B1,US10933127-B2,1
US6500419-B1,US11643441-B1,1
US6500419-B1,US10449244-B2,1
US6500419-B1,US11364292-B2,1
US6500419-B1,US9872900-B2,1
US6500419-B1,US10022435-B2,1
US6500419-B1,US10709779-B2,1
US6500419-B1,US11406703-B2,1
US5654136-A,US9005925-B2,1
US5654136-A,US9005961-B2,1
US7354908-B2,US8293717-B2,1
AU757337-B,US7790145-B2,1
WO2021213924-A1,US11872280-B2,1
WO2021213924-A1,US11918643-B2,1
WO2021213924-A1,US11576966-B2,1
WO2021213924-A1,US11596686-B2,1
WO2021213924-A1,US12194089-B2,1
WO2021213924-A1,US11779659-B2,1
CN110167587-A,US11779659-B2,1
CN110167587-A,WO2021159985-A1,1
WO2021159985-A1,US11872280-B2,1
WO2021159985-A1,US11918643-B2,1
WO2021159985-A1,US11241493-B2,1
WO2021159985-A1,US11576966-B2,1
WO2021159985-A1,US11596686-B2,1
WO2021159985-A1,US12194089-B2,1
WO2021159985-A1,US11779659-B2,1
EP3886897-A1,US11779659-B2,1
CN113684219-A,WO2023185121-A1,1
WO2012159754-A3,US9872900-B2,1
WO2012159754-A3,US10022435-B2,1
WO2012159754-A3,US10709779-B2,1
WO2012159754-A3,US10155031-B2,1
WO2012159754-A3,US10738355-B2,1
US11137385-B2,US11835510-B2,1
US10273301-B2,US11242392-B2,1
US9572900-B2,US10245327-B2,1
US9504747-B2,US10124065-B2,1
CN103608033-B,US10738355-B2,1
CN103608033-B,US11248264-B2,1
