PatentNumber,CitedByOthers,CitesOthers,TotalDegree,GlobalEfficiency,SubgraphEfficiency,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,ComponentSize,Connectivity
US10787519-B2,0,2,2,0.03902327472503229,0.7666666666666667,0.0,0,0.0,6,0.0172
US10800848-B2,0,2,2,0.03902327472503229,0.7666666666666667,0.0,0,0.0,6,0.0172
US6355271-B1,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US6309623-B1,5,0,5,0.03902327472503229,0.6547619047619049,0.0,0,0.2,8,0.0229
US6638495-B2,2,0,2,0.03902327472503229,0.6547619047619049,0.0,0,1.0,8,0.0229
US7205343-B2,0,1,1,0.03902327472503229,0.6547619047619049,0.0,0,0.0,8,0.0229
US7306787-B2,1,1,2,0.03902327472503229,0.6547619047619049,0.0,0,1.0,8,0.0229
US7393544-B2,1,2,3,0.03902327472503229,0.6547619047619049,0.0,0,0.6666666666666666,8,0.0229
US11667676-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US8293717-B2,0,1,1,0.03902327472503229,1.0,0.0,0,0.0,2,0.0057
US8093033-B2,0,4,4,0.03902327472503229,0.33506350684971675,0.0,0,0.16666666666666666,114,0.3266
CN103282497-A,0,1,1,0.03902327472503229,0.7202380952380955,0.0,0,0.0,8,0.0229
US9029341-B2,5,0,5,0.03902327472503229,0.7202380952380955,0.0,0,0.8,8,0.0229
US9464290-B2,4,1,5,0.03902327472503229,0.7202380952380955,0.0,0,0.8,8,0.0229
US9879262-B2,3,2,5,0.03902327472503229,0.7202380952380955,0.0,0,0.8,8,0.0229
US10407682-B2,1,3,4,0.03902327472503229,0.7202380952380955,0.0,0,1.0,8,0.0229
US10793860-B2,0,4,4,0.03902327472503229,0.7202380952380955,0.0,0,1.0,8,0.0229
CN102762215-A,2,0,2,0.03902327472503229,0.7202380952380955,0.0,0,0.0,8,0.0229
US9221886-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US6692911-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US11608412-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US9770463-B2,1,0,1,0.03902327472503229,0.33506350684971675,0.0,0,0.0,114,0.3266
US11026964-B2,0,2,2,0.03902327472503229,0.33506350684971675,0.0,0,0.0,114,0.3266
US11771653-B2,0,5,5,0.03902327472503229,0.33506350684971675,0.0,0,0.2,114,0.3266
US11771652-B2,0,5,5,0.03902327472503229,0.33506350684971675,0.0,0,0.2,114,0.3266
US10487332-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US9556110-B2,1,3,4,0.03902327472503229,0.7888888888888889,0.0,0,0.6666666666666666,6,0.0172
US10189802-B2,0,4,4,0.03902327472503229,0.7888888888888889,0.0,0,0.6666666666666666,6,0.0172
EP3608308-A1,1,0,1,0.03902327472503229,0.33506350684971675,0.0,0,0.0,114,0.3266
CN106659803-A,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US9394234-B2,0,2,2,0.03902327472503229,0.33506350684971675,0.0,0,0.0,114,0.3266
US8802644-B2,2,0,2,0.03902327472503229,0.33506350684971675,0.0,0,0.0,114,0.3266
US9931330-B2,0,1,1,0.03902327472503229,1.0,0.0,0,0.0,2,0.0057
CN103153366-A,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
CN103153366-B,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
EP1905844-A2,32,0,32,0.03902327472503229,0.33506350684971675,0.0,0,0.3084677419354839,114,0.3266
WO2003051401-A3,6,0,6,0.03902327472503229,0.33506350684971675,0.0,0,0.3333333333333333,114,0.3266
CN108472354-A,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
EP3718565-B1,1,0,1,0.03902327472503229,0.33506350684971675,0.0,0,0.0,114,0.3266
US7628978-B2,0,1,1,0.03902327472503229,0.6547619047619049,0.0,0,0.0,8,0.0229
WO2015099839-A1,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US7273617-B2,0,3,3,0.03902327472503229,0.8111111111111111,0.0,0,0.6666666666666666,10,0.0287
US6841364-B2,0,2,2,0.03902327472503229,0.8111111111111111,0.0,0,1.0,10,0.0287
US6500662-B1,6,1,7,0.03902327472503229,0.8111111111111111,0.0,0,0.47619047619047616,10,0.0287
US7132106-B2,5,1,6,0.03902327472503229,0.8111111111111111,0.0,0,0.6,10,0.0287
US7618797-B2,2,4,6,0.03902327472503229,0.8111111111111111,0.0,0,0.7333333333333333,10,0.0287
US7691389-B2,2,4,6,0.03902327472503229,0.8111111111111111,0.0,0,0.7333333333333333,10,0.0287
US8492132-B2,0,6,6,0.03902327472503229,0.8111111111111111,0.0,0,0.7333333333333333,10,0.0287
US8895025-B2,0,6,6,0.03902327472503229,0.8111111111111111,0.0,0,0.7333333333333333,10,0.0287
US9655845-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
WO2006116458-A2,1,0,1,0.03902327472503229,0.33506350684971675,0.0,0,0.0,114,0.3266
WO2010066418-A1,3,0,3,0.03902327472503229,0.33506350684971675,0.0,0,0.3333333333333333,114,0.3266
US7557200-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US6984504-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US6783939-B2,0,4,4,0.03902327472503229,0.6863636363636364,0.0,0,0.3333333333333333,11,0.0315
US6428324-B1,2,1,3,0.03902327472503229,0.33506350684971675,1.656232402530723e-05,0,0.0,114,0.3266
US6156558-A,4,2,6,0.03902327472503229,0.6863636363636364,1.656232402530723e-05,0,0.4,11,0.0315
US6521235-B2,0,4,4,0.03902327472503229,0.6863636363636364,0.0,0,0.3333333333333333,11,0.0315
US6531135-B1,0,4,4,0.03902327472503229,0.6863636363636364,0.0,0,0.3333333333333333,11,0.0315
US6541010-B1,1,3,4,0.03902327472503229,0.6863636363636364,0.0,0,0.5,11,0.0315
US7235235-B2,0,4,4,0.03902327472503229,0.6863636363636364,0.0,0,0.5,11,0.0315
US6632640-B1,0,1,1,0.03902327472503229,0.6863636363636364,0.0,0,0.0,11,0.0315
US6060308-A,5,0,5,0.03902327472503229,0.33506350684971675,0.0,0,0.1,114,0.3266
US6830748-B1,2,2,4,0.03902327472503229,0.33506350684971675,1.656232402530723e-05,0,0.3333333333333333,114,0.3266
US7205013-B2,0,2,2,0.03902327472503229,0.33506350684971675,0.0,0,0.0,114,0.3266
US7465574-B2,0,4,4,0.03902327472503229,0.33506350684971675,0.0,0,0.3333333333333333,114,0.3266
US8158601-B2,5,0,5,0.03902327472503229,0.33506350684971675,0.0,0,0.2,114,0.3266
CN110505877-A,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US10124065-B2,0,1,1,0.03902327472503229,1.0,0.0,0,0.0,2,0.0057
US11510977-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US6432925-B1,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
EP3718565-A1,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US10130688-B2,3,0,3,0.03902327472503229,0.8,0.0,0,0.6666666666666666,5,0.0143
US8969353-B2,2,2,4,0.03902327472503229,0.7888888888888889,1.656232402530723e-05,0,0.5,6,0.0172
US8936910-B2,4,0,4,0.03902327472503229,0.7666666666666667,0.0,0,0.0,6,0.0172
US9155844-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US11344676-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US9441146-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US8962292-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US2017143631-A1,0,2,2,0.03902327472503229,0.33506350684971675,0.0,0,0.0,114,0.3266
EP2365962-A2,1,0,1,0.03902327472503229,0.7888888888888889,0.0,0,0.0,6,0.0172
EP3269395-A1,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US8450298-B2,3,0,3,0.03902327472503229,0.7888888888888889,0.0,0,1.0,6,0.0172
US9132146-B2,0,1,1,0.03902327472503229,1.0,0.0,0,0.0,2,0.0057
WO2011079070-A1,1,0,1,0.03902327472503229,1.0,0.0,0,0.0,2,0.0057
US9687466-B2,0,0,0,0.03902327472503229,0.0,0.0,0,0.0,1,0.0029
US11198693-B2,0,6,6,0.03902327472503229,0.7731481481481483,0.0,0,0.4666666666666667,9,0.0258
US10729688-B2,1,3,4,0.03902327472503229,0.7731481481481483,0.0,0,0.6666666666666666,9,0.0258
